SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,Count of Students Expected to Test,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentNoScore,PercentParticipation
2021-22,Walla Walla Public Schools,homeless,Homeless,07,AIM,Math,,,,,,,
2021-22,Walla Walla Public Schools,FRL,Non-Low Income,07,SBAC,ELA,171.0,0.1461988304093,0.1695906432748,0.4210526315789,0.2339181286549,0.0292397660818,0.9707602339181
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,07,SBAC,ELA,,0.3463414634146,0.2146341463414,0.270731707317,0.1341463414634,0.0341463414634,0.9658536585365
2021-22,Walla Walla Public Schools,Race,Asian,07,SBAC,ELA,,,,,,,
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,07,SBAC,ELA,19.0,0.4210526315789,0.1578947368421,0.1578947368421,0.2631578947368,0.0,1.0
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),07,SBAC,ELA,179.0,0.5083798882681,0.2122905027932,0.1955307262569,0.0502793296089,0.0335195530726,0.9664804469273
2021-22,Walla Walla Public Schools,Race,White,07,SBAC,ELA,211.0,0.2227488151658,0.2180094786729,0.3364928909952,0.1848341232227,0.0379146919431,0.9620853080568
2021-22,Walla Walla Public Schools,All,All Students,07,SBAC,Math,422.0,0.4502369668246,0.2393364928909,0.1398104265402,0.1374407582938,0.0331753554502,0.9668246445497
2021-22,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,07,SBAC,Math,,,,,,,
2021-22,Walla Walla Public Schools,Race,Black/ African American,07,SBAC,Math,,,,,,,
2021-22,Walla Walla Public Schools,s504,Section 504,07,SBAC,Math,24.0,0.4166666666666,0.375,0.0833333333333,0.0833333333333,0.0416666666666,0.9583333333333
2021-22,Walla Walla Public Schools,s504,Non Section 504,07,SBAC,Math,398.0,0.4522613065326,0.2311557788944,0.143216080402,0.1407035175879,0.0326633165829,0.967336683417
2021-22,Walla Walla Public Schools,FRL,Low-Income,08,AIM,ELA,,,,,,,
2021-22,Walla Walla Public Schools,Military,Non Military Parent,08,AIM,ELA,,,,,,,
2021-22,Walla Walla Public Schools,homeless,Non-Homeless,08,SBAC,ELA,,0.2555282555282,0.2285012285012,0.2997542997542,0.1646191646191,0.051597051597,0.9484029484029
2021-22,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,08,SBAC,ELA,,,,,,,
2021-22,Walla Walla Public Schools,s504,Section 504,08,SBAC,ELA,26.0,0.3461538461538,0.2692307692307,0.1538461538461,0.1923076923076,0.0384615384615,0.9615384615384
2021-22,Walla Walla Public Schools,All,All Students,08,SBAC,Math,416.0,0.4711538461538,0.2451923076923,0.108173076923,0.125,0.0504807692307,0.9495192307692
2021-22,Walla Walla Public Schools,Gender,Gender X,08,SBAC,Math,,,,,,,
2021-22,Walla Walla Public Schools,Race,Black/ African American,08,SBAC,Math,,,,,,,
2021-22,Walla Walla Public Schools,Race,White,10,AIM,ELA,,,,,,,
2021-22,Walla Walla Public Schools,FRL,Non-Low Income,10,AIM,Math,,,,,,,
2021-22,Walla Walla Public Schools,s504,Non Section 504,10,AIM,Math,,,,,,,
2021-22,Walla Walla Public Schools,ELL,English Language Learners,10,SBAC,ELA,29.0,0.551724137931,0.1724137931034,0.1724137931034,0.0,0.103448275862,0.8965517241379
2021-22,Walla Walla Public Schools,Race,Asian,10,SBAC,ELA,,,,,,,
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,10,SBAC,ELA,20.0,0.25,0.1,0.2,0.4,0.05,0.95
2021-22,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),10,SBAC,ELA,185.0,0.2108108108108,0.227027027027,0.3729729729729,0.0972972972972,0.0918918918918,0.9081081081081
2021-22,Walla Walla Public Schools,Race,White,10,SBAC,ELA,238.0,0.0966386554621,0.1848739495798,0.2857142857142,0.344537815126,0.0882352941176,0.9117647058823
2021-22,Walla Walla Public Schools,Foster,Foster Care,10,SBAC,Math,,,,,,,
2021-22,Walla Walla Public Schools,SWD,Students without Disabilities,10,SBAC,Math,,0.3879093198992,0.2392947103274,0.168765743073,0.1284634760705,0.0755667506297,0.9244332493702
2021-22,Walla Walla Public Schools,Race,White,All Grades,AIM,ELA,,,,,,,
2021-22,Walla Walla Public Schools,ELL,Non-English Language Learners,All Grades,AIM,Math,,0.1538461538461,0.4230769230769,0.3846153846153,0.0384615384615,0.0,1.0
2021-22,Walla Walla Public Schools,SWD,Students with Disabilities,All Grades,AIM,Math,35.0,0.1142857142857,0.4,0.4285714285714,0.0571428571428,0.0,1.0
2021-22,Walla Walla Public Schools,Foster,Non-Foster Care,All Grades,SBAC,ELA,,0.3140495867768,0.2199065756378,0.2411067193675,0.1854114265181,0.0395256916996,0.9604743083003
2021-22,Walla Walla Public Schools,FRL,Low-Income,All Grades,SBAC,ELA,1685.0,0.4367952522255,0.2397626112759,0.2041543026706,0.073590504451,0.0456973293768,0.9543026706231
2021-22,Walla Walla Public Schools,Migrant,Non Migrant,All Grades,SBAC,ELA,,0.3125225550342,0.2197762540599,0.2421508480692,0.1862143630458,0.0393359797906,0.9606640202093
2021-22,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,All Grades,SBAC,ELA,,,,,,,
2021-22,Walla Walla Public Schools,Race,Asian,All Grades,SBAC,ELA,32.0,0.125,0.125,0.21875,0.53125,0.0,1.0
2021-22,Walla Walla Public Schools,Race,TwoorMoreRaces,All Grades,SBAC,ELA,117.0,0.3076923076923,0.1709401709401,0.1965811965811,0.2905982905982,0.034188034188,0.9658119658119
2021-22,Walla Walla Public Schools,SWD,Students without Disabilities,All Grades,SBAC,ELA,2355.0,0.2535031847133,0.2314225053078,0.2696390658174,0.2127388535031,0.0326963906581,0.9673036093418
2021-22,Walla Walla Public Schools,FRL,Non-Low Income,All Grades,SBAC,Math,1115.0,0.2008968609865,0.2358744394618,0.2358744394618,0.2914798206278,0.0358744394618,0.9641255605381
